iter	MultiClass
198	1.110898944
199	1.108792904
200	1.107510959
201	1.106174571
202	1.104364848
203	1.102746678
204	1.100710064
205	1.099180041
206	1.097578724
207	1.095491814
208	1.093932612
209	1.091947974
210	1.091365489
211	1.08979451
212	1.088153769
213	1.086122307
214	1.084662728
215	1.082726905
216	1.081224069
217	1.079048449
218	1.077280719
219	1.07528909
220	1.073044845
221	1.07092897
222	1.068204841
223	1.066320228
224	1.064191584
225	1.062311544
226	1.060241706
227	1.058289869
228	1.056882024
229	1.055692044
230	1.055018834
231	1.052509685
232	1.051359349
233	1.04986904
234	1.047270899
235	1.046419677
236	1.044050962
237	1.042350828
238	1.04129962
239	1.040066956
240	1.039084786
241	1.03755545
242	1.034914872
243	1.03342506
244	1.032035231
245	1.030190796
246	1.028187095
247	1.026927615
248	1.025261746
249	1.023739879
250	1.02256323
251	1.020875661
252	1.018995552
253	1.018063796
254	1.0161709
255	1.014379874
256	1.013098771
257	1.012370687
258	1.010688327
259	1.009015074
260	1.007235295
261	1.006251934
262	1.0036556
263	1.00225209
264	1.00018478
265	0.9988449752
266	0.9966581671
267	0.9955319553
268	0.9940284201
269	0.9919113675
270	0.9904235689
271	0.9889356507
272	0.9878435243
273	0.9869811802
274	0.9852764429
275	0.9837710274
276	0.9820360024
277	0.9801877186
278	0.9790199171
279	0.9781043349
280	0.9772047397
281	0.9754813405
282	0.9742306307
283	0.9722619798
284	0.9704192857
285	0.9687253122
286	0.9678844136
287	0.9664112903
288	0.9652929283
289	0.9631940034
290	0.9610139633
291	0.9602614784
292	0.9588629645
293	0.9576636121
294	0.9558006124
295	0.954697865
296	0.9529560776
297	0.9504487844
298	0.9493877527
299	0.9482169236
300	0.9458637382
301	0.9445318298
302	0.9432661718
303	0.9413215595
304	0.9405277935
305	0.9391222668
306	0.9374579083
307	0.9355503122
308	0.9342069636
309	0.9330236649
310	0.9314829229
311	0.9301954452
312	0.9283093562
313	0.9269545637
314	0.9258286047
315	0.9249281807
316	0.9238072819
317	0.9216558276
318	0.9203880982
319	0.9194225811
320	0.9179040028
321	0.916438354
322	0.9146819406
323	0.9127023604
324	0.9117623683
325	0.9103051569
326	0.9092375006
327	0.9076689932
328	0.9063316799
329	0.9047666879
330	0.9037336155
331	0.9023448462
332	0.9012531924
333	0.8999942116
334	0.8991285714
335	0.8973968217
336	0.8960608997
337	0.894189149
338	0.8930699172
339	0.8918884721
340	0.8912732955
341	0.8899125654
342	0.8888908305
343	0.8877894455
344	0.8861707093
345	0.8852879835
346	0.883963952
347	0.8830442669
348	0.8817844588
349	0.8809744274
350	0.8791618574
351	0.8781130518
352	0.8771028305
353	0.8762119579
354	0.8749514032
355	0.8741787167
356	0.8723962921
357	0.8718185084
358	0.8706061747
359	0.8696035293
360	0.868797971
361	0.8675087326
362	0.8664233118
363	0.8653281628
364	0.8643942138
365	0.862817616
366	0.8612382656
367	0.8601014116
368	0.8582568413
369	0.8565737059
370	0.8554101189
371	0.8544759633
372	0.8534693126
373	0.8526221846
374	0.8514320515
375	0.8499425128
376	0.8486717929
377	0.8471732995
378	0.8460095653
379	0.8451223121
380	0.8439991543
381	0.8426553632
382	0.8416914662
383	0.8403412687
384	0.8386554386
385	0.8377847171
386	0.8367288635
387	0.8355569507
388	0.8349362412
389	0.8340853265
390	0.8323642205
391	0.8312551488
392	0.8306281298
393	0.8292536179
394	0.8287546421
395	0.8278095612
396	0.8266813257
397	0.8255521294
398	0.8248266575
399	0.8241086287
400	0.8231851912
401	0.8224810379
402	0.8214532882
403	0.820314829
404	0.8191443264
405	0.8178001761
406	0.8165561612
407	0.8149036777
408	0.8143711716
409	0.812744096
410	0.8118135155
411	0.810342159
412	0.8093049167
413	0.8084865607
414	0.8070751619
415	0.8065284417
416	0.8054591872
417	0.8047524297
418	0.8033195615
419	0.8018834382
420	0.7997976426
421	0.7981159925
422	0.7976165632
423	0.7964136866
424	0.7952119047
425	0.7946333976
426	0.7928658483
427	0.7920574156
428	0.7905749695
429	0.7898428639
430	0.7887626383
431	0.7875614418
432	0.7863013582
433	0.7850497719
434	0.7840985854
435	0.7825801731
436	0.7812813631
437	0.7800389779
438	0.7791140157
439	0.7782074212
440	0.7773882406
441	0.7760512184
442	0.7748003374
443	0.7737587854
444	0.7722293701
445	0.7709848903
446	0.7696987303
447	0.7684737642
448	0.7669495893
449	0.7659858877
450	0.7648750143
451	0.7631563508
452	0.7624732738
453	0.761838123
454	0.7610429701
455	0.7603552062
456	0.7596052728
457	0.758575707
458	0.7574013691
459	0.756229308
460	0.7546877204
461	0.7533940675
462	0.7521279643
463	0.7513418847
464	0.7503562349
465	0.750009625
466	0.7494069441
467	0.7486585194
468	0.7480348255
469	0.7474361355
470	0.746444291
471	0.7452054975
472	0.7444275508
473	0.7425791537
474	0.7415968016
475	0.7405722058
476	0.7393432641
477	0.737672132
478	0.7365722873
479	0.7361714237
480	0.7351183636
481	0.7340855926
482	0.7336589838
483	0.7324933792
484	0.7311578023
485	0.7296396664
486	0.728689283
487	0.7274499756
488	0.7257794157
489	0.7249356679
490	0.7235859798
491	0.7227780774
492	0.7221519369
493	0.7207951396
494	0.7199207573
495	0.7191512519
496	0.7185774601
497	0.7178119606
498	0.7164805884
499	0.7157104781
500	0.7146922371
501	0.7141997505
502	0.7130190466
503	0.7108237672
504	0.7098815055
505	0.7091619599
506	0.708151393
507	0.7072724148
508	0.7065217679
509	0.7057798972
510	0.7043250517
511	0.7034453059
512	0.7023015394
513	0.7017620621
514	0.701113943
515	0.7001769986
516	0.6994931028
517	0.6989109829
518	0.6977426968
519	0.6970573651
520	0.6964743785
521	0.6958154045
522	0.6941422245
523	0.6932696151
524	0.6925338202
525	0.6916581419
526	0.6910479553
527	0.6897536207
528	0.6892914007
529	0.6887114452
530	0.6878973398
531	0.6866752584
532	0.6860434919
533	0.6853028934
534	0.6847102053
535	0.6841019703
536	0.6833681869
537	0.6818131705
538	0.6804039681
539	0.6793559956
540	0.6784987819
541	0.6774490621
542	0.6766604002
543	0.6755707222
544	0.6740362359
545	0.6723712763
546	0.6719606461
547	0.6712000569
548	0.6706482902
549	0.6697122795
550	0.6688552431
551	0.6682416441
552	0.6673800874
553	0.6662886931
554	0.6652498388
555	0.6643045908
556	0.6630905658
557	0.6620410284
558	0.6614430541
559	0.6603002129
560	0.6594202699
561	0.6582049991
562	0.6575185982
563	0.6566685216
564	0.6559640005
565	0.6550162727
566	0.654180929
567	0.6533535854
568	0.6527290425
569	0.6515600419
570	0.6506334621
571	0.6497726326
572	0.6486344334
573	0.6474276742
574	0.6463540416
575	0.6457520225
576	0.6442169455
577	0.6429747212
578	0.6419635719
579	0.6416028333
580	0.640937459
581	0.640379989
582	0.6397019238
583	0.638861128
584	0.6380052686
585	0.6364563784
586	0.6356813787
587	0.6351743499
588	0.6343620059
589	0.6332470026
590	0.6322789699
591	0.6316191942
592	0.6309872458
593	0.6306336063
594	0.6302605379
595	0.6296746507
596	0.6290280892
597	0.6285334014
598	0.6275728851
599	0.6263143888
600	0.625295829
601	0.6241849632
602	0.6228194746
603	0.6220122442
604	0.621122839
605	0.6200874108
606	0.6191552397
607	0.6178808347
608	0.6169558584
609	0.6160012502
610	0.6152620699
611	0.6144057082
612	0.6138459108
613	0.6128238581
614	0.6119080267
615	0.6114378989
616	0.6102872391
617	0.6095075455
618	0.608488859
619	0.6076443963
620	0.6072304876
621	0.6062331991
622	0.6053714192
623	0.6045449352
624	0.6037256657
625	0.603119764
626	0.6022258261
627	0.60174319
628	0.6005205583
629	0.5993067663
630	0.5985463268
631	0.5977029008
632	0.5969124956
633	0.5957951192
634	0.5950590336
635	0.5937746654
636	0.5931545013
637	0.5923974277
638	0.5913751037
639	0.5906569268
640	0.5899268957
641	0.5893876379
642	0.5886603184
643	0.5875414738
644	0.586679744
645	0.5862196733
646	0.5855077928
647	0.5849216382
648	0.584555911
649	0.5839714498
650	0.5836446009
651	0.5828007483
652	0.582217124
653	0.5811882784
654	0.5806961808
655	0.5800904579
656	0.5790417205
657	0.5784185376
658	0.577364927
659	0.5768207766
660	0.5759776594
661	0.5755829543
662	0.5752470941
663	0.5740922259
664	0.5734251401
665	0.5724684861
666	0.5719129471
667	0.5711956128
668	0.5704463529
669	0.5699810679
670	0.5694041359
671	0.5686165168
672	0.5674222052
673	0.566684543
674	0.5658277159
675	0.5648219695
676	0.5644757347
677	0.5639596348
678	0.563299869
679	0.5625528097
680	0.5618261811
681	0.5610924632
682	0.5605786895
683	0.5598442867
684	0.5586916346
685	0.5579803311
686	0.5570764149
687	0.556589516
688	0.5554247713
689	0.5549868679
690	0.5545143094
691	0.5537779933
692	0.5529967765
693	0.55253733
694	0.5519897518
695	0.5512786623
696	0.5500404309
697	0.5491089052
698	0.5485355087
699	0.5481396208
700	0.5477077961
701	0.5473719727
702	0.5467362786
703	0.5461399454
704	0.5454409789
705	0.5448368522
706	0.5442302878
707	0.5435150603
708	0.5428780568
709	0.5423494445
710	0.5412021719
711	0.540791324
712	0.5396509265
713	0.5389482914
714	0.5378602791
715	0.5369932046
716	0.5366450576
717	0.5360891818
718	0.535666052
719	0.5352011095
720	0.5345315598
721	0.5342537534
722	0.5334806961
723	0.5325636275
724	0.5318634696
725	0.5315134182
726	0.5309930562
727	0.5305820141
728	0.5300182578
729	0.5293628585
730	0.5289545314
731	0.528507128
732	0.527743511
733	0.52750375
734	0.5272580109
735	0.5268571141
736	0.5261191426
737	0.5255429105
738	0.5246021777
739	0.5241464263
740	0.5238150296
741	0.5232686435
742	0.5228169919
743	0.5222206296
744	0.5210694122
745	0.5208335232
746	0.5201869801
747	0.519566085
748	0.5189816373
749	0.5184102089
750	0.5173831451
751	0.516691782
752	0.5163273174
753	0.5158860151
754	0.5152604939
755	0.5146340302
756	0.5142105262
757	0.5138079079
758	0.5131386992
759	0.512531294
760	0.5122389343
761	0.5115922046
762	0.5113191814
763	0.5107457563
764	0.5104167954
765	0.5096532147
766	0.5093239602
767	0.5083753328
768	0.5078343933
769	0.5070790263
770	0.5064829423
771	0.5059333133
772	0.5054411815
773	0.504335638
774	0.5037899032
775	0.5034223814
776	0.5028401402
777	0.5019864915
778	0.5015430916
779	0.5007394918
780	0.5003744947
781	0.4993736273
782	0.4984546506
783	0.4979710435
784	0.4972776072
785	0.4967162947
786	0.4962799471
787	0.4959875835
788	0.4956798304
789	0.4949093262
790	0.4941633711
791	0.4936645322
792	0.4926752476
793	0.492136266
794	0.4916868034
795	0.4909636281
796	0.4901229413
797	0.489459069
798	0.4889954454
799	0.4884089779
800	0.4877066866
801	0.4873341722
802	0.4864844121
803	0.4859414681
804	0.4852831497
805	0.4849899871
806	0.4845892981
807	0.4839923343
808	0.4834814436
809	0.4831911939
810	0.4827695969
811	0.4824179097
812	0.4819219526
813	0.4815770975
814	0.4812217223
815	0.4807192559
816	0.4799654904
817	0.4792907
818	0.4788698068
819	0.47829742
820	0.4775964069
821	0.4768252634
822	0.4762605871
823	0.4759655631
824	0.475356515
825	0.4749146899
826	0.474288604
827	0.4734699243
828	0.4730524838
829	0.4726538715
830	0.4721616075
831	0.4717567847
832	0.4711482358
833	0.4707429895
834	0.46973632
835	0.4691482771
836	0.4685147584
837	0.467823892
838	0.4672524022
839	0.4667664455
840	0.4658018542
841	0.4651780658
842	0.4644991787
843	0.4637355547
844	0.463232561
845	0.4626599896
846	0.461858111
847	0.4614562895
848	0.4606745107
849	0.4601776557
850	0.4596121053
851	0.4588494883
852	0.4582147171
853	0.4576053289
854	0.456851056
855	0.4565094738
856	0.4562091195
857	0.455722254
858	0.4552946797
859	0.4547280102
860	0.4538857852
861	0.4533235156
862	0.4530025932
863	0.4527078011
864	0.4523667382
865	0.451871585
866	0.4514192442
867	0.451151012
868	0.4506787899
869	0.450408372
870	0.4499547764
871	0.449183003
872	0.4487041255
873	0.4482811195
874	0.4475204974
875	0.4470729092
876	0.4463970206
877	0.4458802626
878	0.4454806725
879	0.444954457
880	0.44444567
881	0.444104629
882	0.4438315348
883	0.4431520243
884	0.4427510155
885	0.4421645206
886	0.4414497873
887	0.4411026095
888	0.4407959103
889	0.4402827406
890	0.4400513716
891	0.4395598436
892	0.4391419607
893	0.4387971953
894	0.4383989774
895	0.4380705581
896	0.4378472083
897	0.4370474851
898	0.4365108351
899	0.4361401885
900	0.4355150518
901	0.434781535
902	0.4343509686
903	0.4338822586
904	0.4331310115
905	0.4325287561
906	0.431967614
907	0.4312428618
908	0.430549913
909	0.4299051915
910	0.4295764236
911	0.4290026922
912	0.428721185
913	0.4284190962
914	0.4278651396
915	0.4275838069
916	0.4270343367
917	0.4263068656
918	0.4254740217
919	0.4250731637
920	0.4243843084
921	0.4241499834
922	0.4236961938
923	0.423336829
924	0.422927115
925	0.4224883034
926	0.4219492295
927	0.4218051524
928	0.421545576
929	0.420787516
930	0.4203341348
931	0.4197787395
932	0.4194825181
933	0.4191374631
934	0.418556057
935	0.4180129821
936	0.4176236475
937	0.4172090015
938	0.4167457105
939	0.4164002195
940	0.4159681979
941	0.4153827911
942	0.4147602282
943	0.4142849985
944	0.4136901465
945	0.4132918591
946	0.41293637
947	0.4125821694
948	0.4122962624
949	0.4115629215
950	0.4110670958
951	0.4107374162
952	0.4103138623
953	0.4101006109
954	0.4095830152
955	0.4090697629
956	0.4087138103
957	0.4082950033
958	0.4078871687
959	0.4075991443
960	0.4069392148
961	0.4062567769
962	0.4059694154
963	0.4056923521
964	0.4054125568
965	0.4048860028
966	0.4045827486
967	0.4041286348
968	0.4034606007
969	0.4031488164
970	0.4027220171
971	0.4023577459
972	0.4016995394
973	0.4011877913
974	0.4007273809
975	0.4004572615
976	0.3999859696
977	0.3995241327
978	0.3991176916
979	0.3983759437
980	0.3979725484
981	0.3974747501
982	0.3971046009
983	0.3965635396
984	0.3961203521
985	0.3957310114
986	0.3952758689
987	0.3949498137
988	0.3947334092
989	0.3942114127
990	0.393959506
991	0.3937532779
992	0.3935539185
993	0.3930384581
994	0.3926464103
995	0.3920672094
996	0.3914847149
997	0.3910250955
998	0.390818644
999	0.3905031647
